NODE_KEY,PRODCUT_ID,TYPE_CODE,CATEGORY,DESC_GUID_NODE_KEY,SUPPLIER_GUID_NODE_KEY,TAX_TARIF_CODE,MEASURE_UNIT,WEIGHT_MEASURE, WEIGHT_UNIT, CURRENCY_CODE,PRICE,WIDTH,DEPTH,HEIGHT,DIM_UNIT
98f3082f-a105-4ab8-ac38-6eb0830992cd,01J3B94FC73CG8JHJFRH8538X8,ID,Rubber,b891202d-ef0e-4968-87ce-2e348d927cf9,1578485c-0f26-4049-a48b-26717032be16,0363-0352,KG,14,KG,IDR,85,79,18,53,CM
a2b0410e-e254-4284-b2a9-8185c4ae5e51,01J3B94FCANNQ88VQPFAA43835,CN,Granite,ff594787-0d6f-421f-984b-36c986dd5a1c,8ca21351-0d6c-453a-a89b-6e6e86504d7a,51079-864,KG,44,KG,CNY,61,49,51,95,CM
b5513a09-e8e2-4442-a048-b5b238b9c569,01J3B94FCCX46EPN0MTGR50FHJ,CA,Vinyl,97305968-fa5c-43fb-9c67-fac01d2894f1,590da2e6-e01d-473f-bb30-8493e9f34eb1,50419-346,KG,43,KG,CAD,79,77,29,3,CM
84390fc3-5208-4602-b1d1-7d9769427bac,01J3B94FCE3PPJTP56691T2XEM,ID,Rubber,d6d5d27b-1d57-4084-a084-38a93a9ab3e2,0f5ab6d6-53ac-4e66-ba43-39a357f270bd,0904-3571,KG,6,KG,IDR,80,76,14,68,CM
4ef47b75-c2c6-4933-b8db-6d0a4540bbbc,01J3B94FCGEYAJPBQVQX7QJGWG,ID,Steel,cd61b35c-4af1-4aa4-b012-1e7f66c52e34,a003f2b4-c7a2-4390-8b28-3f96fbf3b4b2,54569-0199,KG,94,KG,IDR,1,25,17,85,CM
a750339d-4003-418a-a7f6-434b5d4ab6d0,01J3B94FCJHAFRE69TDPVDNQD6,HU,Steel,7a137ff3-41bc-4d81-9800-a21c7ab78116,88eef754-0bca-4e7e-bfae-b1833f3acce3,54868-4730,KG,1,KG,HUF,2,67,37,4,CM
d6a07f5a-048b-47fd-b219-8de569a9c9bd,01J3B94FCN94KJXX5W7T4W3B7G,CZ,Vinyl,668cf6d3-3493-49e1-8175-69947560fa16,c4650c1e-530f-4c05-9403-e5eabe2d597f,76282-249,KG,27,KG,CZK,1,5,30,71,CM
87219db9-f0c1-46ae-aac3-94e3d56ee002,01J3B94FCQGGC26KNXZD5TH814,PH,Stone,1a9ce4a8-7f17-40e8-8e12-4dd567f0f8e5,29670a12-4c0e-4b39-b7b3-eecf37d34a40,52686-311,KG,29,KG,PHP,45,33,52,70,CM
187bead1-92e1-4798-aa1f-0caa1c6037f3,01J3B94FCS2WETREJ3YTXD1DPX,ID,Aluminum,345488d4-37ad-447f-8146-5167200504a1,4c1626a6-abfb-4ebc-97c3-0454be36d04d,55700-012,KG,92,KG,IDR,72,84,94,24,CM
91eb55f5-6888-424a-8495-55c10158db04,01J3B94FCWDE4WTVYXAJHTATWF,CN,Stone,153019d4-ec56-4bea-b51e-3ff7d2308d39,faee247d-edd3-4018-bd88-420281cf0381,52685-435,KG,11,KG,CNY,53,32,75,60,CM
a38fa050-c379-4c79-a7cf-01271f34fe2a,01J3B94FCY7N7M9D01T28CS6E0,CN,Stone,e37f001c-ac4d-454e-9130-a7c734189b86,9dc023d5-308e-41a2-b0e8-13d1370c20ab,0019-9451,KG,52,KG,CNY,82,33,4,83,CM
623e4c3a-e61a-4f35-a54d-3ff6d5b62e2c,01J3B94FD0BJX4EY5PJBE1RXAH,FR,Plastic,43f0ab02-17e0-4156-8aad-affcde88906e,362d45b8-e675-43ed-bccc-446f69243ada,63629-5223,KG,19,KG,EUR,31,8,24,39,CM
512b2488-43b3-4b7f-9a7a-4d1e0d9d6330,01J3B94FDCARFHADR0G56CRS4Q,CN,Steel,0434f082-5df3-4a37-b02d-fa55d7051130,2077b2ed-d672-4452-9b2a-4cae0fa41f0b,63776-244,KG,92,KG,CNY,99,18,71,4,CM
928ee90a-025d-4e70-8bd5-dc420abbeedc,01J3B94FDEABS9FQ54D03GH5VM,PT,Rubber,d96f178d-4d63-4443-9ecb-eb3cf96f5d72,db18a789-2394-456e-bb04-41da1276ccf0,55154-0697,KG,11,KG,EUR,76,80,54,27,CM
1c819ac5-fcf5-4e5c-ab94-0930a9e564a0,01J3B94FDHB74MDDVHBR4E720V,NG,Granite,85c5fe5e-77e9-4cde-b6a1-79592716689c,bf9dd1e1-8e7e-4b6b-a015-1436d09b5c55,54868-3407,KG,13,KG,NGN,57,55,75,94,CM
12d16b3a-657b-4e8c-b02b-b388ee9667e0,01J3B94FDK7VQ8SH6A6X2T6R6N,ID,Wood,5839e3e6-44a1-4805-8749-25f94aad48a0,fecfd9ec-399a-42fe-9c99-2aac04fe7012,67405-543,KG,58,KG,IDR,7,37,50,49,CM
25aaf7e3-a807-4b7b-b1d7-0fc6dafbbc59,01J3B94FDNBD4SNWEJ8X1JEXD9,VN,Wood,cd5ad3a3-6e6f-466f-8c0a-6f06fdd9499d,d9e2f13f-2778-48ac-b1f0-3874ca7761d4,51346-216,KG,75,KG,VND,62,88,93,90,CM
f26601c3-fe21-4693-ad84-eed43cb1c59c,01J3B94FDP6FZJ2ZMZ0AWP4HDT,FR,Plexiglass,87a48ca8-f046-43ee-9488-1da943da6a81,73db33b7-bf7b-4520-8ffc-da571a379e63,0002-8798,KG,35,KG,EUR,40,89,45,71,CM
8b252615-ee22-4fa6-8098-abfe9b46a163,01J3B94FDREH6GGE0XHZ8YGRZ3,VN,Brass,20e7c6f1-9368-4789-b6c0-20c6de6b9cef,1eed28c3-d0f1-431c-b891-e5199755cbc7,59779-242,KG,26,KG,VND,80,90,13,47,CM
c0b2d1c4-79a7-46e3-8d7e-f282f4750a63,01J3B94FDT4QVETRNDEC6K8VGH,RS,Glass,bf09e5ea-a5e1-469f-8484-03af925974d2,6ab46d51-9e7e-4c85-b0a0-8f87cc5b161d,55714-2350,KG,39,KG,RSD,92,45,4,55,CM
041f36ac-76b9-4764-9d8f-4c09ecafe694,01J3B94FDWRW2QSNMTQFXGBY0N,US,Vinyl,7bceff4a-3f3e-44a5-8a09-3fa896438e0f,cbb00ccf-c48f-44b3-ba4b-432d7f83c4c3,52584-262,KG,77,KG,USD,65,90,62,28,CM
70be865e-c60e-45c9-a3be-1aaec6dd7bb3,01J3B94FDY5P41DJ4CVMDQ91QW,CN,Brass,7bf7051d-c8bf-48b3-a6ce-b1cc9a9e5bc1,ae74efee-7d9e-4f6c-be53-540afe3091d2,42192-113,KG,70,KG,CNY,6,25,42,56,CM
28b4760e-ccc4-4be6-a0bb-8ae64fa9b319,01J3B94FDZA0PS3PQNQM3NBWDY,UA,Brass,bdd9d9c2-e650-4b2c-89fd-9bd52689057c,45f8a92e-3aa5-4215-98fe-37714fbb484e,23155-003,KG,81,KG,UAH,95,72,29,27,CM
2e8339c0-38f8-4e18-8e6b-cbf6364233ae,01J3B94FE10QE7H6NFSYJMGC0J,KR,Steel,46134f8d-842d-49f6-9434-6adf7ff79d2b,64d483c0-c5c9-4c8c-b927-09c758f0baf3,55154-0367,KG,11,KG,KRW,73,8,97,20,CM
d5f67c83-d98c-4abb-871e-9bbed86b93f0,01J3B94FHWTM8TSNXQN82K93PR,TH,Plastic,cc0b7fae-2818-4df4-bceb-f80f4e5f60bd,24c41716-d1c2-47b3-a4df-043093492c88,49953-1893,KG,98,KG,THB,56,63,8,42,CM
212da32e-585e-410f-a3ec-597805bd8195,01J3B94FHYFNCFSBTMJ55V0HM5,CN,Glass,d7217f85-f080-4970-a6b0-c9c44335685a,bfa8e7dc-2cb8-4f01-bccb-5c116cd3faba,51655-185,KG,31,KG,CNY,85,67,7,29,CM
a1b3dcec-be22-4404-8139-d83cf2c5846b,01J3B94FJ0NVACKPGWB9QXWQZ8,RU,Vinyl,e3fa6a92-f2b5-43a0-950e-af1aea826a95,629c72e9-52eb-43b3-9457-5275023a7e4f,0052-0110,KG,100,KG,RUB,17,75,95,18,CM
af3c5bae-c12d-4035-aacd-72aa8cd320d2,01J3B94FJ2TQTXFWVY5DHQF2RV,CA,Granite,1e5b6c62-56d5-4050-b27c-c55f44dae6cf,ae734ba0-dd77-4faf-b254-2ecd5f70282b,58301-181,KG,63,KG,CAD,59,42,63,25,CM
81e76b60-0384-4dab-9061-a2c3be889842,01J3B94FJ4D5M5AE7JKWBAY0YQ,FR,Brass,77a23543-0775-4c91-860b-116a3081a7ec,5c5e2b30-5db4-4069-b715-6ded84710677,42291-232,KG,26,KG,EUR,4,93,84,37,CM
391164aa-9ceb-4960-8abf-5400ff77d8b4,01J3B94FJ64S8ZNZPHX6KDDK34,IR,Plexiglass,551ebd59-c04a-4a41-a151-72bb77cd0257,27a23eff-612c-4763-b5e1-bbfacd9a6e1d,57664-441,KG,7,KG,IRR,14,59,82,38,CM
0f1c35fc-2f64-4a19-84a3-5d358f8305bd,01J3B94FJ7WM19Y97P5ZMN703M,UA,Vinyl,94abf8a5-c738-45a1-b218-47d745ee5e02,cf6f24c6-8965-45f7-877a-73369fb08671,49288-0088,KG,52,KG,UAH,98,87,74,33,CM
f4f74abd-5918-4f16-b863-bb03286aaabe,01J3B94FJ9A9FD43Q22Z1ASV5J,RU,Plexiglass,c62377e0-1f2b-4b9e-970c-f10596806ece,ca83e35c-6a07-4cb4-a1c7-e7d51591325c,63868-106,KG,91,KG,RUB,16,62,6,33,CM
62c8e363-9367-41cb-8341-635c7454734f,01J3B94FJBS0R773353J6F2Z8N,ID,Wood,aabe0443-4c13-4a67-9601-79c1fbd02ef7,a7a10e37-b842-4102-a3b1-b252edd51f43,0472-1201,KG,52,KG,IDR,94,82,94,14,CM
b39ca750-2fbc-4c7a-8fb9-020bde97cc2f,01J3B94FJCGMVX8SFENDB1V0EJ,FR,Stone,07fc7932-67ae-4be7-912f-6d38154d59cf,dc844557-02a4-4406-be6b-3d7857474870,60505-0157,KG,93,KG,EUR,1,13,4,32,CM
401b0df3-2db0-4c4a-b805-3c3424cd68dc,01J3B94FJE5YZJW6XPXGMH9YRF,GM,Plastic,085e3d09-ba35-493f-9a81-47cfaf8f93e0,988c1d7c-22ea-47fc-a6a1-a1947297749a,53942-326,KG,96,KG,GMD,55,29,45,90,CM
b9591e25-4b5a-4c1e-bfa0-e8f4c49c3e45,01J3B94FJG2R1DCSWCWP9BHDV7,MX,Granite,d00739ca-5760-44e3-a58e-e70337363ef0,505695ac-062a-4cbd-bb5d-2a915b2ac71e,56062-279,KG,14,KG,MXN,85,48,65,97,CM
1cff7c68-47d2-4eaa-9801-8276725c833f,01J3B94FJJXR6RHX6FGG00715Q,ID,Steel,ed1e7406-d7cc-4c33-9367-e6b36697f995,6eb731b1-8247-40bb-b085-04e7802c47b9,54868-4673,KG,15,KG,IDR,63,87,93,45,CM
1e98c124-fc03-43b2-a952-bb24b7b28e38,01J3B94FJMJ39D2FPD6NJFKXRB,IR,Glass,4bf4c9ff-d9bb-4e58-a2c7-efd1e73285d7,b2df017d-b323-4ff1-8881-de31ad9a3996,67253-651,KG,57,KG,IRR,79,2,100,37,CM
6fb25d54-5dfc-479e-857f-ec867417909a,01J3B94FJP90CP8XZPGW728XYB,AF,Granite,c351153d-3860-4e14-835a-0054f95c916c,c0fb2ab9-c574-4918-98ab-ad6e6457db37,41520-190,KG,53,KG,AFN,87,25,84,72,CM
c7f787e2-0f05-46d4-8f35-523ad7075618,01J3B94FJQQFYEABZZQWP7TTCJ,MK,Rubber,a39907a4-1bde-4ed4-b943-ae7a7bf70e76,a929b022-704e-4978-8121-ad3e28f8955a,52584-882,KG,48,KG,MKD,46,63,42,42,CM
1fa238dc-a52e-4479-ae9e-4170399c79cd,01J3B94FJSDHAAZKBWXPHWTJ94,CN,Wood,86e8f6d8-9e74-4806-9bf2-4146daa35593,b0337759-b643-452f-9bf8-31e6ee7624a9,0363-8127,KG,80,KG,CNY,16,8,19,6,CM
d25e7a17-cfd9-464c-9228-6457c7480282,01J3B94FJV88S3ZECFHD0SWGNQ,DJ,Plexiglass,164cc13a-41f1-4f04-810c-d94842bd7c46,35cd821d-612c-46ec-89d3-24859958503a,68258-6033,KG,88,KG,DJF,73,26,77,21,CM
8a7f8f07-cf14-4959-9a47-de50e07564f9,01J3B94FJX4V8ZHXSGJN9MXTVN,UA,Plastic,e28eba68-824f-4395-989f-8cf4d6a8f50f,e8932c5b-c403-4b27-ae8d-04e5e5d9e290,17156-235,KG,3,KG,UAH,92,50,85,64,CM
ba361e15-5158-408a-aa90-f0d4365db997,01J3B94FJYJR2247QVV6PZ0PGJ,ID,Plexiglass,7710ab6d-3186-4186-90ec-17c98bacaec0,2772375a-d2ec-4da7-8494-e7e3f506974f,60512-9059,KG,6,KG,IDR,73,40,67,91,CM
b42f06b0-9f7a-4ee6-8a3d-e069ac0b7e0c,01J3B94FK08PG89DQEJGWZ60KG,SE,Rubber,f505a711-ae39-4d39-b64c-e94797ebea77,82901e46-e867-4c5b-b463-b1068b17a264,76159-345,KG,17,KG,SEK,40,36,12,41,CM
a54962fe-15c0-4003-bac6-ee5671143e7e,01J3B94FK2QZ6FNDDK84M3PBZY,CV,Plastic,56d115db-bff4-4712-8a52-89d3dc59f9a8,d0377127-4b8c-4544-b169-b8af974f9574,31722-342,KG,71,KG,CVE,82,23,86,2,CM
268619a0-7b53-4193-863b-c43453a5e88c,01J3B94FK4GP60XB85HXDR2QG3,FR,Aluminum,92b066a3-b970-42e9-8958-43aa857db866,2e64cf7d-c62c-4f1c-a1cb-df1c8a62b11c,53807-520,KG,12,KG,EUR,11,18,66,99,CM
1a614e00-3e51-4d1a-836f-1d8d8907a129,01J3B94FK60Q2MG5M6WZ8MHDSQ,AR,Brass,aee80ff9-5e76-4712-b687-627154e854ea,cc42cdee-0d48-4d60-832c-8adb19f4c832,59535-6901,KG,47,KG,ARS,44,99,37,27,CM
054df3fd-d55a-4f64-9055-4bfb2551288a,01J3B94FK8N5DFEP0ERR1CAKWA,CN,Brass,aff02aec-9eaa-4d14-b80b-e9a5ada272bc,7f89ac76-7204-4f23-b2e3-dad3e429b57f,42858-701,KG,39,KG,CNY,33,97,27,4,CM
8941bc1e-e1c1-409e-9fa4-7a86b2542c3b,01J3B94FKA3857CSZD0RSBHSQT,AR,Plexiglass,00d7654c-d1d9-4f98-9f6b-d93933a79e7f,2ae54a8b-1253-41af-b03f-e54515d737c9,0069-4370,KG,96,KG,ARS,33,72,78,83,CM
5d8f3572-a7b1-4a41-ba8a-72785e28b13c,01J3B94FKB4A76X19HRM0F3CBQ,SE,Wood,b10f20b1-6832-4b0d-84b7-ac8ae45acb9a,afc836d9-3652-49e9-af0b-e5c2bce3fa9e,54973-0614,KG,64,KG,SEK,43,100,19,19,CM
45b83e23-1762-4d43-9c34-e0200557cebd,01J3B94FKDYZAF6E8HNFKT7JCH,CL,Plastic,a5a9f957-510a-4198-8a83-1d17a80ab619,f38aa419-edc0-4abe-83e0-1d433376a756,57520-0362,KG,74,KG,CLP,14,91,34,76,CM
e533f416-be42-48c9-a456-b2e9d1763db9,01J3B94FKF0DENN94F8HYDJYC7,NZ,Plexiglass,e3a5e841-cac1-4afc-9162-e0f75cd9592e,308cdd31-a44d-450a-8a74-f12bbedbc778,24090-451,KG,56,KG,NZD,65,76,61,21,CM
2273ec9d-39ad-4a97-a585-4066c0e2691e,01J3B94FKHH1SFH7A5B4C2CA26,CZ,Granite,2026e1dc-14e0-48cb-8dca-d1402c3d52f8,e902b416-c1ee-4bd2-8ac8-81dbb83edc92,42851-154,KG,68,KG,CZK,75,94,42,80,CM
af16e33e-3ee4-4e5d-9fd5-124b2cf6ac16,01J3B94FKKVWQHFD5GCSBJFJRC,AR,Plexiglass,d33f9065-152b-430c-82a5-ce1d9a18c226,48d2dfbe-27f7-4dc4-943f-f87775634f08,0270-1317,KG,10,KG,ARS,33,31,1,6,CM
09e4aed4-cd94-4dbf-b9d2-cd397164f035,01J3B94FKMVFN41M145YCSRB7T,MX,Plastic,9b08b883-6cb1-42b6-b7d6-8288e99fc013,c40c8073-f42c-4ed8-b5c9-6ff430af7173,52642-006,KG,2,KG,MXN,19,8,71,35,CM
14bd58e0-6e02-4821-96bb-9e157018e4a2,01J3B94FKP16HV1BVPH7V79M3G,CN,Plexiglass,59c11026-c711-4f30-b64b-a02be7471372,6dc56f10-4792-461b-9280-fa14472c7123,63323-184,KG,57,KG,CNY,69,99,21,90,CM
89d1995f-cfd3-4bc9-af41-08df09f6771e,01J3B94FKR8YBDJKWDFZHVRGTP,SI,Aluminum,b892600c-60d3-469a-8079-5658f97ca035,1be6b2ee-b4bb-4cf5-8e0b-14baa05d88e6,53119-575,KG,93,KG,EUR,56,7,14,82,CM
4ca97876-3c2c-4830-91a4-8572526cb07c,01J3B94FKT4MV49RF5AHH41KP0,FR,Brass,d7e87e82-e8ec-4f9e-8d43-697fada62e89,cdb69b84-4a37-465f-9ae0-3c758638950e,67544-883,KG,57,KG,EUR,72,82,4,53,CM
005cca83-6d72-454b-b296-ebd42eee54ac,01J3B94FKVBKZ45Q23Q32N21RM,BR,Wood,67ea1b7b-0e56-4c61-8477-c8333b5dae13,5d6b41b6-3b06-44cb-a483-a2eb0e939a4a,66078-503,KG,24,KG,BRL,42,36,75,24,CM
0a587af1-06fe-47af-9e97-8c73ab55b0a3,01J3B94FKXPDWXY51VGWK8TST9,CY,Rubber,8c22a5a5-b236-4728-9065-5e5a8699ac91,eb0d6008-fe7f-4e40-ad2e-30ff1fe9835c,53807-126,KG,59,KG,EUR,67,61,33,8,CM
2a771d62-32ca-4b95-bb4a-484de965754f,01J3B94FKZDE4FFZ81KYWGS7KR,LU,Steel,32de5321-899c-4e1d-92b8-0c9334b0125e,79436041-6c26-4647-9cc0-649a3aaf1dd3,0404-0714,KG,99,KG,EUR,82,72,72,37,CM
ac7f7b1a-bf79-488c-9a9e-11cff3a4c14e,01J3B94FM1MWXCG181WMSSSRN2,SE,Vinyl,d8aa2721-7c36-48f0-8a24-ea4f4d96051c,b7d39f3f-a7e5-42ab-b542-f46faa79e87f,49348-851,KG,15,KG,SEK,46,92,59,19,CM
9e76c030-a843-4320-b60f-1669b38efc98,01J3B94FM2JKNDQPGM432CJ2XD,ID,Wood,cc6d6e37-0222-4d3e-a53b-c2b46d34e630,a7f37fb6-3ac9-4940-ac90-653aff927fb0,10544-394,KG,43,KG,IDR,95,77,50,30,CM
d4f1798e-7d06-4085-8997-a44e2ed6f5b5,01J3B94FM49RGH49BF2XWVVNHS,UA,Brass,c89f2b04-e3ac-4051-bf94-1faaf41cd406,184685ee-ba27-4d5f-8891-d911d626b006,63739-547,KG,26,KG,UAH,77,40,10,4,CM
fdcaf185-66ca-47f0-affa-d2cd87031a92,01J3B94FM63GNN3963XZYN17FW,ES,Stone,198172f8-3507-4630-98f6-83d476f6efc1,1349ead4-e0b2-406c-9ea2-81952e8a7943,68788-9924,KG,92,KG,EUR,22,23,77,8,CM
d748fcd3-834e-4588-bc17-7d769d01852c,01J3B94FM8SYGJYQM0A254DYSM,HN,Rubber,680736e9-d02e-4645-aca3-b47b000226ad,ea12cc4a-9c2e-44a1-a513-53f1d123b922,56104-005,KG,16,KG,HNL,93,48,61,56,CM
